Index,Weight
972,1.514887
3849,1.5121228
1077,-1.5113035
1733,1.5103922
1472,1.5096571
1006,-1.5059043
510,-1.5003554
310,1.4927117
1156,-1.4926622
2081,-1.4920999
1906,1.4918047
1216,-1.4876763
2101,-1.4867345
3721,1.4861319
4063,-1.4852692
60,1.4849459
3316,1.4843527
3812,1.4835415
1491,-1.4831952
22,1.4826698
1781,1.4814639
885,-1.4794954
3864,1.478642
2485,-1.4783496
1854,1.4782119
2501,1.4778908
996,-1.4774982
2829,-1.4764631
742,1.4759305
563,1.4737872
3109,-1.4720806
2073,-1.4718965
2343,1.4718686
491,-1.4682838
2670,1.4671559
3016,1.4636276
3340,-1.4609383
1065,-1.4582245
1889,-1.4533819
3818,1.4508225
2629,1.449725
1741,-1.4474565
1743,-1.4436985
1202,1.4436713
3155,1.4406345
3704,-1.4390799
216,-1.4363068
3026,-1.435756
240,-1.4351844
3156,1.4332258
658,1.432279
834,-1.4321585
947,1.4296364
1511,-1.429058
701,-1.4276309
3911,1.4269421
1407,-1.4262267
2841,-1.4248226
1595,1.423422
3423,-1.422789
2732,1.4220617
395,-1.4197786
1895,1.4187436
3036,-1.4183196
791,1.4180832
2214,1.415705
1111,-1.4134585
1222,-1.4131947
2108,1.4126292
1663,1.4090906
1273,1.407797
1907,1.40761
3683,1.4061269
3214,-1.3971019
1128,-1.3965229
799,-1.396393
1450,-1.3962953
1101,1.3943682
2463,-1.3934593
3784,-1.3927932
3715,1.3927013
1644,1.3925813
680,1.3923427
2056,1.3862419
2809,1.3860406
3954,-1.3858615
3613,1.3855065
3244,-1.3851652
1813,1.3848754
3091,1.3843714
1510,1.3815298
959,-1.3802767
2423,-1.379375
475,-1.3786267
2360,-1.3785279
726,1.3767674
3597,-1.3757247
1067,-1.3727162
1039,1.3721265
1875,-1.372069
377,-1.371488
695,1.3694173
1025,-1.3690647
1105,-1.3687501
2900,-1.3662465
1435,1.3653356
466,1.3650644
3096,1.3597639
539,-1.3588082
3738,-1.3576163
3692,-1.3562101
391,-1.3556409
3641,1.35537
2771,1.3532687
2283,-1.3525126
1926,1.3522352
3928,-1.3455796
2674,-1.3440698
4051,-1.3428864
2640,1.3424586
2362,1.3420597
2324,1.3406335
548,1.3385277
80,1.3366911
3050,-1.3362501
3926,1.3361077
987,1.3347436
3691,1.3346474
2189,1.333996
2290,1.33273
1577,1.3319058
1637,-1.3312141
3439,1.3282539
813,-1.3234333
160,1.3219646
3918,1.3219424
3227,1.3212
3430,1.3211333
323,1.3195927
3291,-1.3195535
2743,-1.3194374
2954,-1.315613
442,-1.3151186
2978,-1.3129721
1535,-1.3094125
3809,1.3090093
1965,-1.3068391
3239,1.3068323
3467,-1.3057802
1069,1.3044449
402,-1.3033524
1419,1.3006754
999,1.3004664
4013,1.2979183
2167,-1.2949587
2742,1.2949069
792,1.2944562
1561,-1.2934088
2225,1.2926867
3557,-1.2924848
3061,-1.2915055
945,1.2912738
2099,1.2880375
3945,1.2874776
729,-1.284345
126,-1.2833356
483,1.2826247
519,-1.2820446
3636,1.2800825
482,-1.2793716
534,-1.2789562
2503,-1.2778246
956,1.2762065
4092,1.2756964
465,1.27567
3666,-1.2754433
3117,1.2746819
2627,-1.2725369
1291,-1.2717358
4067,-1.2715318
1121,1.2709974
3681,1.2708421
4083,-1.2689202
3143,1.2688309
524,1.2672211
589,1.267042
3581,-1.2655953
4044,1.2639078
2074,-1.2624328
1219,-1.2614938
3671,1.258949
2377,1.2584051
572,-1.2572451
2094,-1.2546972
733,1.2526251
3966,1.2524431
2945,-1.2498864
2798,-1.2484246
1014,-1.2477653
272,-1.2464893
1245,-1.2454716
38,-1.2446339
1756,-1.243994
1650,1.2416965
2892,-1.2412708
3064,-1.2408731
3269,-1.2408022
1549,1.2406297
2774,-1.2403502
3961,-1.2401543
2616,-1.2378353
385,1.2357951
3087,1.2352178
2241,1.234061
3706,-1.233087
2893,1.2328248
2370,-1.2311625
145,-1.2311589
2422,-1.2300466
675,1.2299467
3890,1.2295183
568,1.2294672
1981,1.2270485
1030,1.2265117
61,1.2254946
2009,-1.2246889
3620,-1.2227029
178,1.2221689
2950,-1.2220168
670,-1.2217878
53,-1.2180957
619,1.2173089
2655,-1.214715
2706,-1.2130023
2764,1.2111566
455,1.2091722
3533,1.2077582
2146,-1.2072442
930,1.2062587
260,1.2060236
86,-1.2059366
533,-1.2045282
3255,1.2032672
379,-1.200994
3189,-1.2007207
2060,-1.1989707
3381,-1.1987138
2556,1.1981853
3992,-1.1966186
1863,-1.1952847
1230,1.1941991
2162,1.1938303
3242,-1.1915064
3007,1.1912014
3510,1.190832
3429,-1.1875037
2874,1.1869774
3894,1.1868511
2215,-1.1868184
1502,1.1853917
2691,1.1849153
1036,1.1821195
2433,-1.1798143
498,-1.1797596
946,-1.1793845
3361,-1.178555
1912,-1.175301
2651,-1.1749415
2459,-1.1749389
3484,-1.174672
397,-1.1738235
2278,-1.1683658
371,1.1665735
2352,1.1659995
3929,-1.1656594
1488,-1.1648959
2748,1.1642364
545,1.1639029
1514,1.1635216
3568,-1.1626672
790,-1.1608506
1354,1.1591121
723,-1.1574773
3579,-1.1534544
3922,1.151959
4030,-1.1514065
3973,1.1511444
3724,-1.1507827
1460,-1.1469027
1423,-1.1465945
2870,1.144505
1941,-1.1442047
3843,1.143261
3240,-1.1428767
1082,1.14151
3060,-1.1406267
1977,-1.1391221
1185,1.136752
242,1.1367381
921,1.1334593
1045,-1.1317036
183,1.1313733
2219,-1.1259781
527,-1.1250794
118,-1.1249418
632,-1.1247134
2158,-1.1243515
3986,-1.1242026
116,1.1238621
412,-1.1228936
784,-1.1209185
4079,-1.1189075
2143,-1.1188263
1003,1.1186604
3588,1.1173424
2393,-1.1172345
806,-1.1151502
1608,-1.114388
770,-1.1137667
1687,1.1124095
3445,1.1117136
2409,-1.1097835
1928,-1.1092159
1058,1.1084908
3906,-1.1081178
1346,-1.1074259
2838,1.1060531
610,1.1057553
3934,-1.1035224
884,1.10315
3935,1.1023817
1622,-1.102183
2825,1.1009595
3768,1.1008024
3465,-1.0999354
3921,1.0971748
136,1.0959432
3605,-1.0958531
1278,-1.0948255
383,-1.0942675
1299,-1.0921457
1405,1.0904211
1547,-1.0892835
3947,-1.083583
2854,1.0815868
3259,-1.0810494
916,-1.0799928
3041,1.0798142
3930,-1.0797622
3603,1.0778
1766,1.0763615
2643,-1.0759772
2053,-1.0732505
1090,-1.0724717
780,1.0721364
903,-1.0716004
905,1.0693153
2021,-1.068506
3957,1.0658909
1359,1.0655861
3893,1.0648061
219,-1.0630969
2232,1.0630499
3585,1.0628557
1340,-1.0617952
1113,1.0612886
3735,1.0598991
3793,1.0597061
2254,1.0592066
2980,-1.0590186
3862,-1.058679
584,-1.0584687
2738,1.0486645
2909,1.0479958
867,-1.0466639
2366,-1.0465434
2383,-1.0462233
1072,1.0456138
750,1.0438106
665,1.0428334
3726,-1.0424349
1592,-1.0411355
594,1.0398897
1303,1.038313
625,1.0383003
1565,1.035777
447,-1.0346831
1182,1.0338025
1710,-1.0327855
1735,1.0325875
2891,-1.0322598
981,1.0303626
2606,-1.0303464
1802,-1.0287555
2149,1.0285505
1861,1.028369
2048,-1.0281179
2449,-1.0280054
71,-1.0277452
2923,1.0269202
1717,-1.0267162
2683,1.0265379
3857,1.0255109
3294,-1.021567
4077,-1.0210674
865,-1.0207894
4008,1.0202354
426,1.0189421
1974,1.0167146
392,-1.0166411
2591,-1.0154856
2097,-1.0153599
1409,-1.0143961
3810,-1.0132289
2476,-1.0124488
469,-1.0102109
3200,-1.0077269
505,-1.0070422
2933,1.0060066
1990,-1.0051808
2516,-1.0048555
110,1.0038478
2440,-1.0033649
2420,1.0019051
1778,-1.0012048
2441,1.0011096
3844,-1.0009192
3880,0.99950373
2424,-0.9992118
3993,-0.9989392
2037,-0.99670196
2866,-0.99585074
735,0.992544
3610,-0.9918755
122,-0.98998564
1085,0.9870187
2318,-0.9865552
3753,0.9856228
83,0.98539263
1208,0.9845352
2381,0.98230815
2461,-0.97997445
3499,0.97990286
3273,0.97879875
1562,0.9784899
1695,-0.97774124
3996,0.97765094
315,0.97718364
2554,-0.97717464
992,-0.9761146
342,-0.9759564
995,0.9737526
3302,0.9726709
525,-0.9706672
2457,-0.9687227
3358,0.968192
2342,0.9681185
2949,0.96747977
1893,-0.96609443
2519,-0.965733
942,0.965611
2588,-0.9646964
3559,-0.963588
2847,-0.96320724
618,-0.96285635
3261,0.96166116
2145,-0.9611962
2596,-0.9609277
846,0.9603931
3535,-0.96013767
3463,0.95957166
2243,-0.9583242
3053,0.95503014
3676,0.9548628
4018,0.9526314
4068,-0.94833237
1751,-0.9482048
994,-0.94793016
2258,0.9460451
488,0.94597137
1825,0.9454626
1948,-0.94456
3282,-0.943608
3076,-0.9420545
1164,-0.94198745
2062,-0.9418144
2379,-0.94175553
966,0.94003314
2311,-0.9391037
2227,-0.9388767
2253,0.93851084
1107,-0.9378871
2179,0.9363537
3284,-0.9363501
1729,-0.9331606
3215,-0.93175405
914,0.93154263
3035,-0.9315329
1828,0.931014
1239,-0.930217
3965,-0.92949665
3647,-0.9288576
1567,0.9283623
3420,0.9279668
3187,-0.9269368
362,0.9266429
764,0.9256762
1618,-0.9252535
2929,0.92329264
1652,-0.9185918
1316,-0.9180781
1206,0.91789716
2222,0.9172539
2509,0.9161047
360,-0.9155587
1173,-0.91374546
2710,0.9132502
1118,-0.9118736
4023,-0.9116504
651,-0.9114738
950,0.9094703
1428,-0.9084864
3759,0.90775895
3391,0.90767884
1800,0.9054271
579,0.9051152
2421,-0.902608
3493,-0.90216124
2084,-0.90210867
3141,-0.9017669
4095,-0.89915794
446,-0.8984394
3573,-0.89843714
3595,0.89835477
857,-0.8977399
2341,-0.8975612
3618,0.8973718
3938,-0.89544857
922,-0.8945009
2669,0.89397883
3090,-0.89372736
3095,-0.8921563
856,0.8909101
620,-0.8897538
10,0.8885624
2821,-0.8883147
2741,-0.88688725
2551,0.8866105
2971,0.8863124
3476,0.8857056
630,-0.88467073
2353,-0.88444954
2280,-0.8837354
2652,0.88315105
1527,0.88275903
352,-0.88229924
3312,-0.88224477
2716,0.882213
3022,-0.8814963
920,0.8803664
1924,0.8796829
1702,0.87940955
1554,-0.87935495
2897,-0.8777162
802,0.87757266
1335,-0.8762162
3378,0.874675
3166,0.8739223
2113,-0.8738283
4087,0.87360805
4094,0.8719787
2762,0.87107784
2184,-0.8709595
3835,0.87085944
2955,-0.8685896
2404,-0.8685679
3833,-0.86840534
894,-0.8683858
1137,0.86811155
1550,0.864902
3839,0.86393565
4085,0.86256677
175,0.86226314
1422,0.8605121
933,0.85987896
3544,0.85880053
3260,0.8586397
3320,0.857794
3185,-0.8572886
1328,-0.85502595
3161,-0.8540405
2537,0.8524
565,-0.8521549
2649,-0.852154
1942,0.85202503
2801,-0.85143334
1851,-0.85062635
2786,0.84938127
133,-0.8488268
2565,-0.8480032
2396,0.8472925
2326,-0.8467784
2148,-0.8462123
123,0.8448795
2392,-0.84471416
2934,0.8444649
1404,-0.84438866
3326,-0.8428069
1443,-0.842772
2180,0.840504
1566,0.84047705
2586,-0.8397272
1120,-0.83963734
1040,0.8393014
2766,0.8389409
2059,0.83884245
1109,0.8381604
2478,-0.8331054
335,0.83280194
3680,0.83257586
2484,0.8323597
515,-0.83176374
2474,-0.8312636
824,-0.8307533
2712,-0.8298188
470,0.82981205
2451,0.82749563
2348,-0.8268031
2635,-0.82602566
2040,0.8257167
163,-0.82496893
1309,-0.8248022
953,-0.8243596
1184,-0.82278454
2426,-0.8221333
1648,0.8218222
1449,0.8205965
141,0.81962067
2534,0.8192531
3343,-0.8188317
1521,-0.8180313
2206,0.81761223
3401,0.8165602
2262,-0.81624186
1463,0.816235
350,-0.8152413
411,0.81413907
873,-0.81380373
3322,-0.81374204
1339,-0.8126273
3962,-0.8093936
3081,0.80785996
1483,-0.80551195
3421,0.8041483
3266,-0.80364764
452,0.80265015
326,-0.8024683
831,0.80204046
3236,-0.8017435
1649,-0.80104285
3074,0.8009218
1397,0.8008725
567,-0.7999624
2917,-0.79963225
1683,-0.7979446
213,0.7973169
3572,-0.79653925
78,0.79649836
3390,0.79596174
3298,-0.79539406
3485,0.7950528
1218,0.7943618
804,0.7939464
2245,-0.7938595
416,-0.79351085
752,0.79346657
2618,-0.79132855
2304,0.79079956
3305,0.79060686
928,0.7892158
2170,-0.7875672
600,0.78683037
1848,0.78571945
1209,0.78417814
85,0.78365976
94,-0.7830119
444,-0.78111404
3520,-0.7801954
1571,0.7801584
389,0.7799544
1366,-0.7796302
3543,-0.7777101
776,0.77762073
3983,0.77761227
2567,-0.77679884
82,0.7755137
606,0.7750935
1642,-0.77419746
3898,-0.7739665
1967,-0.77371585
2031,-0.7733459
1293,0.7732696
2589,-0.7731266
1341,0.7718682
2725,-0.7700405
3616,0.76985997
2988,-0.76926005
2334,0.76903903
1192,0.767958
2532,0.7674243
663,0.766585
2548,0.76514345
703,-0.7646008
2770,0.7642673
223,0.7638179
704,0.7631863
1639,-0.7614354
3663,-0.7592272
236,0.7579701
1433,-0.7561277
459,-0.75551957
787,0.7548287
2572,0.754452
233,-0.7543461
538,-0.75313234
3249,-0.75214237
1274,0.7520259
2177,0.7514255
461,-0.74982977
754,0.74979544
3369,0.74801654
79,0.7478977
2125,-0.7473684
287,-0.7471439
381,-0.7463219
2672,0.7458811
297,-0.7455928
3263,-0.7447266
721,-0.7440192
3194,0.74382675
774,0.74363667
772,0.74337435
1671,0.738549
2482,0.736829
3356,0.7363278
3104,0.7326432
2896,-0.73215735
2244,-0.7317684
3912,-0.7316169
3976,0.73094976
1056,0.7306369
2885,0.73058784
740,0.73032236
907,0.7295439
3258,-0.72917414
2812,-0.7283199
1686,0.72723496
532,0.7262481
3527,0.7255158
487,0.7248571
1915,0.723578
3454,0.72301424
3093,0.72240156
1412,-0.7223011
518,-0.7217339
654,-0.72078896
3836,-0.7202153
2357,-0.71976703
52,0.71745014
3703,-0.7159515
1512,-0.7153883
1520,-0.71515507
2299,0.7139946
4074,0.71302
3059,-0.7127274
2689,0.71042097
2447,0.70901686
4062,0.70889956
430,0.70872825
627,0.70849913
2579,-0.70733964
3693,-0.707309
3384,-0.70685893
3621,-0.7068481
1666,0.70654255
394,0.706134
2859,-0.7060535
3798,-0.7059621
2382,-0.70432484
608,-0.7041782
882,-0.70402294
235,0.70367706
2049,0.7032408
191,-0.70284635
3503,0.70268816
3502,0.7024174
3237,0.7020356
3583,-0.7017523
3950,0.7003058
2835,0.7000411
1095,-0.69931823
2987,0.6988536
2620,0.69874436
1963,0.69868
3507,-0.6974137
4053,-0.69732606
3931,-0.6963811
889,-0.6963447
499,-0.6951841
24,-0.6939079
1165,-0.692896
2948,0.691775
1400,0.6916216
3587,0.69079095
2500,0.6903586
1544,0.68956435
3179,-0.6894258
3632,0.68851346
902,-0.68836534
3846,-0.687654
1969,-0.68669444
758,-0.6863581
1026,-0.68417215
1267,0.6839851
2522,-0.6833662
3619,0.68321586
745,0.6824408
1918,-0.6822869
23,0.68144435
3650,0.68139756
763,0.681295
489,0.68001884
666,-0.67986083
1325,-0.67927325
970,-0.67896277
3732,-0.678581
3937,-0.6779378
3710,0.67754704
1904,0.67599976
4047,0.675599
261,-0.6749273
2901,0.67442757
3831,0.6738487
2603,-0.6728563
4014,0.6717188
3565,-0.6715489
1869,0.6703873
4058,-0.6701989
111,-0.669364
2502,-0.669071
1080,0.6688167
1347,0.668103
2442,0.66807204
1606,0.6676205
167,-0.66725427
3649,0.6670788
3307,-0.6669899
3153,-0.66664803
3941,0.6664912
468,-0.6664847
3160,0.6634964
1985,-0.662594
3700,-0.66238844
493,-0.6622916
1183,-0.66154003
27,-0.6605785
1079,-0.66010606
227,-0.6599581
1125,-0.65989655
3098,-0.6598435
2879,-0.6585709
1525,0.6583043
677,0.65770406
168,0.65663004
2951,-0.6558163
1494,-0.6557849
2680,0.65521336
4059,-0.65410584
1899,-0.65372306
64,0.6528826
1240,0.65258074
3441,0.65240306
3034,-0.649227
549,0.64777124
3701,0.6476085
438,0.64649373
3959,0.64435977
1103,-0.6439791
20,-0.6427433
2339,0.642656
1233,0.641746
1960,-0.64005774
2001,-0.63941205
427,0.6393781
1329,-0.63936317
2504,-0.63899547
3321,0.63866943
2907,-0.6385771
3569,-0.6384852
508,-0.6378838
1707,-0.6372236
2273,0.63685244
1674,0.6359858
3144,0.6358458
4022,0.63500386
2398,0.63423234
336,-0.6341111
1,-0.633609
2997,0.6334601
2914,-0.63340247
3989,0.6331178
1818,-0.63223684
2773,-0.63218397
1393,-0.63204443
199,-0.63111764
1196,-0.63088673
1381,-0.63072604
1413,-0.6299675
1052,0.629414
708,0.62838227
507,-0.6281523
3981,0.6279972
169,-0.6273818
410,0.6267422
3521,0.62614065
719,0.62587637
2469,-0.62491834
2968,0.6248231
3774,-0.62444055
3000,-0.62323606
3745,-0.62310785
3136,0.62154007
832,0.6186303
3134,-0.61730295
684,-0.61525583
3319,-0.6145535
351,-0.6132231
1150,0.61318743
1055,-0.6094337
3919,-0.60717833
1874,-0.60688174
1027,0.6054835
1631,0.60321355
259,0.6030888
1680,0.60302794
2621,0.60270905
1441,-0.60083294
1873,0.60070676
3492,-0.5991372
448,-0.59829855
3208,-0.5976395
1181,0.5966553
4020,0.5963728
727,0.59558135
171,0.59481114
3751,-0.5947862
1705,-0.594546
3577,-0.59325266
2570,0.5927464
602,0.5924946
2460,0.5923299
1891,0.5921932
2595,0.59102213
3498,-0.5907072
837,-0.5906565
2979,-0.59022444
816,0.5901273
881,-0.58977276
1992,-0.58939797
1664,0.5888138
1551,0.5879607
2626,-0.5868134
2684,-0.5860712
1518,0.5855701
2087,0.5854216
87,-0.5853762
1761,0.5852337
1247,-0.58515215
3550,-0.5842154
1205,-0.5839904
158,0.5838221
1959,-0.58360326
2612,-0.5823779
174,0.5816976
3556,-0.5797967
575,0.5795711
3317,-0.57847166
1004,0.5783755
3943,0.5780146
830,0.57701117
2312,-0.5756754
2828,0.5748637
3475,-0.57452077
3224,0.5737052
1431,0.57209986
1238,0.56984985
1452,-0.56942165
3025,-0.56912494
1124,0.5690433
588,0.5689211
217,-0.56812316
893,0.5675188
313,-0.5675008
797,0.5674718
1956,-0.5671334
523,0.5670882
324,0.5665211
1365,-0.56593657
1712,0.565922
3655,0.5658206
631,-0.5639352
1442,0.5636515
3331,-0.56297445
3264,0.5626795
2553,-0.5618483
3874,-0.55903226
739,-0.55889845
