Index,Weight
2600,0.55868345
2412,-0.55857146
4076,0.5564203
3497,0.55532193
1262,-0.5536973
2010,-0.55350333
2204,0.5534634
298,-0.5531353
3797,-0.55290365
1380,0.5514207
3882,-0.5511554
1261,0.551018
1722,0.5508944
1806,0.5507179
629,-0.55030835
333,0.5499064
2700,-0.54862076
1885,0.54825467
537,-0.5467989
1155,-0.5461666
2895,-0.5455945
1775,0.54346186
2272,0.5428398
3154,0.54271966
108,-0.54197514
3037,-0.54168
2856,0.5414965
3673,0.5407655
2703,-0.5407128
1829,0.54026836
1178,0.5402488
803,-0.54017085
2191,0.5397774
2714,-0.53963554
1475,0.5391704
3684,-0.5383013
374,-0.53757906
2659,0.53727174
639,0.5372042
3135,-0.53685254
3644,0.5365434
2090,-0.5363844
609,0.5363287
25,-0.5362378
2495,0.5360569
2291,0.5350511
1337,-0.5348862
74,-0.53442764
467,0.53441644
3325,-0.53357166
3860,0.5329775
1767,0.531105
762,-0.531091
2688,0.53084296
2797,-0.5302959
2641,-0.5302084
1371,0.5288208
3432,0.5288091
3159,0.528671
21,0.5284284
3386,-0.5282709
1563,0.5260284
1252,0.5255953
3546,-0.5240551
3332,-0.52339876
4091,-0.52129614
2234,-0.5204814
1318,0.52017903
4019,0.51848054
3956,0.5180747
3049,0.5167571
812,0.515873
3360,0.51581126
1241,0.51578254
3654,-0.5154579
2915,0.5147279
4040,-0.5141813
2737,-0.5130491
3562,-0.51259655
3483,0.51232874
3946,0.51134384
2681,0.51117057
2942,0.51084536
3375,-0.5106747
3004,-0.5103766
3178,0.5090179
2562,-0.5085072
2065,0.50685215
1591,-0.50661033
2899,0.5064383
2340,0.50577533
2578,0.5056683
51,0.5043465
1474,-0.5037519
1574,0.50260144
3108,0.5022115
2753,0.50201577
3425,0.5010338
2767,0.5003518
3772,0.50008386
3349,-0.4976569
40,0.4970868
2228,0.49700266
1957,0.4968771
2690,-0.4963987
1715,-0.495336
3854,0.49344552
3646,-0.49289864
1730,0.49281916
424,-0.49272826
850,0.49222124
3448,0.49194276
3207,-0.4908833
3201,0.4903284
4045,-0.4893205
2574,-0.48897806
2335,0.48884967
967,0.48876405
1051,-0.48775777
2663,-0.48558456
1833,0.48545378
2198,0.48530516
1220,0.48329514
2787,0.4830662
3435,-0.48262805
1387,0.48224872
1163,0.48102543
1711,-0.48079786
3687,-0.48052198
2251,-0.48011744
1524,0.47958887
3509,-0.4772945
3536,0.47711694
3873,-0.47580072
1810,0.4757076
2203,0.47471753
245,0.47462225
1789,-0.47425973
2547,0.4720919
734,0.4720255
2231,0.47125798
682,-0.47122818
1251,-0.470938
1785,0.47093716
2372,0.47091925
2129,-0.47076523
166,0.46998116
59,0.46777883
3334,-0.46725458
280,0.46669558
1679,0.4664954
2121,0.46624792
2429,0.46500635
2513,-0.4646268
2363,-0.46434507
2322,0.46433896
3205,-0.4641108
1130,0.46348837
3601,-0.46273333
559,0.4625869
282,0.46258017
2395,0.46172425
1740,0.46120477
2585,-0.46053833
367,0.45977435
484,0.45968014
646,0.4588451
633,-0.45869327
783,0.4576981
1921,-0.45755523
3327,-0.45754126
3635,-0.45716226
3210,0.45676985
2783,0.45649278
2034,-0.45499521
2434,-0.45455295
137,0.45429417
258,-0.45398027
3608,0.4524395
1127,0.45237586
1837,0.45081562
768,-0.45052892
3231,0.45026088
3804,-0.45013463
1998,0.44977945
3426,0.44899285
3165,-0.44719544
741,-0.44706702
3070,0.44636148
3656,0.44600338
5,0.4450702
1053,-0.4442998
3792,0.44379714
3277,0.4437308
2018,0.44334736
3052,0.4433345
1820,0.44295827
3725,-0.44285202
165,-0.4425047
1703,0.4420088
687,-0.44190836
1660,-0.44139096
3069,0.44109935
924,0.44088143
1386,0.44073462
3541,0.44069907
3494,-0.4405919
2323,0.4401359
2880,0.44008788
1962,-0.43922254
3480,0.43897727
1615,0.43839252
3952,-0.43788612
766,-0.4369391
2098,-0.43689007
2274,-0.43681568
2959,0.43589708
278,0.4345042
2286,-0.43445638
2208,-0.43420276
1714,0.432769
1193,0.4308785
474,0.4306671
1180,-0.4294427
3001,-0.4290966
962,-0.428464
821,0.42786053
437,0.4278
3415,-0.42773002
2822,0.4268703
1770,0.42591855
2171,0.42584532
1141,0.42556524
1692,0.42489108
2776,0.4247434
1323,-0.42380202
2468,0.42295292
934,-0.42271984
880,0.4227154
1490,-0.42199105
2267,0.4216428
3913,-0.4212193
2946,0.42096087
2740,-0.42085624
293,0.42017838
91,0.41890386
2941,-0.41748795
490,0.41684884
1298,-0.41682872
1457,-0.41617274
3665,0.41460636
805,-0.4142999
2726,0.41352877
3748,-0.4130065
3265,0.4124566
132,-0.41187063
569,-0.41095594
4028,0.41092035
2599,-0.41054443
2036,-0.41026425
3995,0.4102197
822,-0.4101037
92,-0.409993
3193,-0.40951926
3717,0.40927446
3744,0.4091352
254,-0.40880013
1110,0.40878785
2692,0.40869015
709,0.40864304
1018,-0.40793794
1819,-0.4070044
3149,0.40695024
2911,-0.40541413
77,-0.40510076
70,0.40487528
1336,-0.4048217
2563,-0.40444925
2990,-0.40389794
147,-0.4030058
2111,0.40271816
1946,-0.40201166
1244,0.40152565
1909,0.40128025
2889,0.3982142
4003,-0.39750215
2842,-0.3973838
1932,-0.39688498
650,0.39648262
2995,0.39621076
3079,-0.39596766
1581,0.39567545
3796,0.39545697
1944,-0.39528435
3806,0.39499962
3901,0.39491197
384,-0.39411852
564,-0.39379698
1930,-0.39370093
1367,-0.3934786
1453,0.39337075
3604,0.39293957
1226,0.39276233
2679,-0.39264274
586,-0.39189905
1583,0.3916513
3138,0.39154983
3388,-0.39135116
2376,0.3911555
1927,0.3911037
3803,0.39097944
1704,0.3905142
1627,-0.38990954
2182,-0.38956556
1882,-0.38896573
3123,0.38894305
2517,-0.38850296
3368,0.38844305
2385,0.3869705
1916,0.38666886
1843,0.3862326
3642,-0.38587895
4071,0.38538274
286,0.38537288
3866,-0.38518408
3276,0.3840164
3395,-0.3816956
1997,-0.38050237
1000,-0.37945125
1384,0.37942958
2969,-0.3789588
176,0.3789256
3501,0.37870777
1348,-0.37842196
2872,-0.37840384
2498,0.3760356
4054,0.37555882
1333,-0.3748741
678,0.3745892
2240,-0.3745739
1862,0.37397552
33,-0.37340292
2212,0.37332323
1787,0.37123352
2092,-0.37082708
3382,-0.37081373
1892,-0.37064186
2760,-0.37056154
2666,0.36948374
131,-0.36945066
1186,0.36872137
3593,0.3684927
1636,-0.36847314
598,-0.3684188
2115,0.368171
3944,0.36767402
3424,-0.36619964
3345,0.36580765
3679,0.36477053
2632,-0.36407402
2994,-0.36394718
3851,0.3636913
1746,0.3631215
279,0.36264962
826,-0.36248425
229,0.3622304
917,-0.3617539
3718,0.35991338
43,-0.35971206
1170,-0.3595526
3548,0.35935143
1558,-0.35905716
2930,0.3589265
2530,-0.35886818
14,-0.3587447
3106,-0.35820735
2190,-0.35792884
41,0.35724372
3226,-0.35691082
120,0.35593018
2359,0.35569385
3933,0.35566074
1513,0.35542643
2867,-0.3548141
2961,-0.35451838
1158,0.3541999
2902,-0.35419962
2597,-0.35397622
1791,0.35353976
1151,0.3534068
1149,-0.35304144
1356,-0.35259494
1343,0.35209152
1096,0.35144022
2693,0.35143614
1504,-0.35042202
2183,0.34960398
910,-0.349485
2327,0.34897518
767,0.34813607
1054,-0.34808686
1667,-0.34729367
3705,0.34726053
207,0.34706548
3664,0.34613013
2397,0.34493545
2991,-0.3434419
1793,-0.34266797
2492,-0.3418098
1046,0.34034097
2803,-0.34031627
1537,-0.33963177
659,0.33909404
2220,-0.33904073
2675,0.33877674
3495,0.33737475
1480,0.33729205
2488,0.33725744
2878,0.33715612
36,-0.33645794
1855,0.33637166
3980,0.33601508
1499,-0.33562806
29,-0.3347469
2042,0.33362982
3355,0.33266762
986,0.33221897
348,0.33221465
732,0.33211654
2637,-0.33137813
1315,-0.33120733
2391,-0.33084637
2721,0.33082908
1559,-0.32949287
513,-0.32910618
3394,0.32873416
1473,-0.32830217
2687,0.32818565
2365,-0.3279482
614,0.32684603
2308,-0.32639703
2613,-0.32638738
3461,0.32605332
853,-0.3258327
1920,-0.32569355
2782,0.3237186
1314,0.3233319
3204,-0.32308587
3589,-0.32307252
2052,0.3230502
3515,-0.32270244
3459,0.32258955
3958,0.32099372
2662,-0.3202108
1580,0.32014278
3168,-0.31882003
775,-0.318766
3281,-0.3185332
628,-0.31851164
615,0.31810436
2894,-0.3170811
2831,-0.31704506
307,-0.31660688
119,-0.3162235
2164,-0.31618604
2508,-0.31471863
3438,-0.3146813
622,0.31410208
3915,-0.31239784
4037,0.31187907
201,-0.3115892
1358,0.31064773
3737,0.30899906
3607,-0.3089722
1038,0.30885077
1853,0.30862892
657,-0.30824974
149,-0.30770832
2166,0.3070532
626,-0.30623886
844,0.30461347
3111,0.3036786
560,-0.3036313
2715,-0.30320525
1739,0.30301687
3402,0.30296972
2833,0.30143002
1556,0.30131432
2724,-0.300378
2388,-0.30009025
641,-0.29894248
2707,0.29737887
3206,0.29660696
2796,-0.29586655
3417,0.29531717
3405,-0.29475182
3114,-0.29448575
1721,0.2937751
164,0.29374892
3542,0.2937199
2107,-0.29312268
3133,-0.2928482
706,-0.2927259
2141,-0.292151
705,-0.2916058
503,0.29077253
2727,-0.29048786
2394,0.28957716
197,-0.28934452
757,-0.28929144
3564,0.288731
3170,0.28842995
3157,-0.2865301
1167,0.28559673
2039,0.28500414
365,0.28379568
782,0.28357065
1991,0.28327224
224,-0.28240505
3440,0.28239042
3271,0.28228325
2054,-0.28140324
380,-0.2807156
1701,0.27979538
3346,-0.27957073
993,-0.2793884
1290,-0.2779533
1139,0.27708745
1719,-0.27700725
312,-0.27696738
1189,0.276704
2863,0.27582243
1454,0.27564737
2209,-0.2754005
616,-0.27467474
2007,0.27452752
1509,-0.27442515
3778,0.2726871
3496,0.27187195
3216,-0.2718649
3858,0.2712375
645,0.27067426
347,0.27043608
2653,-0.26937926
3092,0.26910418
3872,0.26841018
2079,-0.2678168
2319,0.26752508
623,0.26749688
3286,0.2668393
2619,0.2668359
2275,-0.26591784
269,-0.26585916
2648,-0.26470664
1958,0.26435894
1311,0.26357213
2159,-0.26340216
390,0.26311132
3434,-0.26292914
3128,-0.26291603
2015,0.2628818
599,-0.26251087
3288,-0.262496
3722,-0.2617355
3877,-0.26160097
2851,-0.26133034
1086,-0.26131028
1538,0.26128992
877,0.260544
2047,0.2605024
919,-0.26044655
2064,-0.2599655
3359,0.25916025
983,0.2591517
3832,0.25840944
3419,0.25703308
861,-0.2564561
2246,-0.25555542
904,-0.25463253
1010,-0.25421187
1017,0.25381705
570,0.25375107
1227,-0.25368458
198,0.25361714
807,0.25344086
2199,0.2522242
2154,-0.2516517
851,0.25160506
2455,-0.25147566
2886,-0.25041422
2524,-0.25030717
1755,0.2501978
3870,0.25007182
464,0.2494438
1533,-0.24938677
3232,0.24936956
3152,0.24913731
2100,0.24882126
2499,0.2484702
143,0.24773078
860,-0.24772514
3590,-0.24760027
3615,-0.2471953
3362,0.2465926
1865,0.2465879
2849,0.2464684
1207,-0.24622704
3436,0.24570578
3932,0.24551238
1035,0.24517798
2705,0.24503607
184,-0.24480908
445,-0.24436069
1368,-0.24433224
215,0.2443099
765,0.24396583
1310,0.24382609
3840,0.24373965
3555,0.24352857
3139,-0.24251409
2117,0.24042049
2751,-0.23864043
3333,0.2381079
694,-0.23810251
2216,0.23787442
2758,-0.23746113
3623,-0.23724012
1691,0.23616117
1062,-0.23594688
1570,0.23584424
1493,0.23578747
3728,0.23505051
1765,0.23446625
596,-0.2342207
55,0.23389909
2808,-0.23367631
748,-0.23328634
1972,-0.23309416
3130,0.23279831
1764,-0.23214011
2266,-0.2321384
337,-0.23136269
788,0.23095712
841,0.23075019
1282,0.23068705
1931,0.23045683
200,-0.23026216
463,-0.23017424
2477,0.23004709
3029,-0.22891903
944,0.22877777
276,-0.22864537
2587,-0.22808677
151,-0.22773689
2351,-0.22770055
1531,-0.22713397
2903,0.22707467
3881,-0.22671892
309,0.22585289
344,-0.22372955
2315,0.22356294
2303,-0.22274336
1858,0.22252628
2223,0.22198902
3960,0.22152749
1723,0.22097501
1349,0.22090921
664,-0.22058932
2082,-0.22052115
2877,0.22026305
2131,-0.22006638
1363,0.2194968
3871,-0.21914399
818,-0.2189876
2664,-0.21810532
968,-0.21758659
4057,-0.217531
3032,-0.21722177
2704,0.21675456
3097,0.21673998
3895,-0.2163113
2104,-0.2160274
3549,0.21597145
1689,0.21595906
2982,0.215657
2671,-0.21544632
2354,0.2149791
2512,-0.21408412
2070,0.21387434
3730,-0.2133872
1271,-0.21261553
2063,0.21250355
3033,-0.21240984
1066,-0.21180785
699,-0.21139257
294,0.21136846
3606,0.21129794
2027,-0.21107094
2110,-0.21014819
3248,-0.2097303
478,0.20778072
1344,0.20749375
542,0.20690429
1720,-0.20660003
3807,-0.20640361
3783,0.20585802
2965,-0.20549919
3689,0.20319296
2493,-0.2031662
3308,0.2030461
3974,-0.20273529
4009,-0.20193408
985,-0.20153832
2701,-0.20150146
2905,0.2008974
2794,0.20028435
1560,-0.20015879
2602,-0.20014629
95,-0.19997859
4007,0.19990955
3940,-0.19987895
2734,0.19979781
1593,0.19956566
557,-0.19951577
3678,0.19938092
2032,0.19907899
1598,0.19819686
2964,0.1969717
580,-0.19615169
4000,0.19502795
1827,0.1945454
2314,-0.19454041
1011,0.19421896
3892,0.19347516
1836,-0.19306742
450,0.19298564
305,0.19263296
42,0.19118272
3121,0.1907416
1144,-0.19007342
1996,0.18989576
2012,0.1898241
3628,-0.18967469
1200,-0.18942219
1326,0.18880223
285,-0.18861406
399,0.18841699
180,-0.18837714
1403,-0.18694521
1903,-0.18669984
1468,-0.18656623
1773,0.18645722
57,0.18642703
1243,0.18627702
1515,0.18625318
3629,0.18560766
554,0.18556173
4061,-0.1843973
2598,0.18439028
3267,-0.18376787
3172,0.18373726
2926,0.1832066
2593,-0.18306774
3100,-0.18292844
2138,0.1827751
364,-0.18139742
2256,-0.18113585
2156,-0.18054084
3863,-0.18027444
3743,0.18027036
317,-0.17966683
4081,-0.17878793
1437,0.17841119
3410,0.17773747
1221,-0.17696361
3697,-0.17613311
3711,-0.17584036
3337,-0.17558974
44,0.17511722
2755,0.1741568
2824,0.17414719
1886,0.17382093
3916,-0.1737377
3071,0.17320204
2078,-0.17308408
2815,0.17196402
640,0.1715115
115,-0.171189
102,-0.17093174
2075,-0.17030513
2523,-0.16942179
462,0.1689992
1217,0.16796891
1971,0.16751194
1427,-0.1663523
155,-0.16604567
3760,0.16577072
3757,0.16519499
778,-0.1650855
3460,0.16446051
2013,0.16445771
3068,-0.1636978
2088,0.16269122
997,0.16223736
1270,-0.16202068
964,-0.16164368
247,0.16161394
3788,-0.16150089
1049,-0.16101916
349,0.16099745
2858,0.1609182
2682,-0.16063553
1302,0.1600442
3658,-0.15926148
1416,0.15864326
786,0.15850575
613,-0.1584234
3443,0.15768836
3416,0.15768392
3137,-0.15750878
3821,0.15707204
3920,-0.15653163
1986,0.15649581
3028,-0.15609415
668,-0.1558809
3072,0.15554336
746,-0.15536214
1215,0.15465343
2772,0.15406515
2792,0.1536852
1159,0.1534737
30,0.15256779
3478,0.15253113
3310,0.15168682
1578,0.15117136
4033,0.15115218
2194,-0.15052438
3145,-0.15030855
2906,0.14983602
1708,0.14942677
3054,-0.14933878
1286,-0.14929791
1672,0.14882039
2511,-0.14830852
396,-0.14764358
3118,-0.14663117
433,-0.14652382
811,-0.14612934
19,0.14508472
2432,-0.14506759
2380,-0.14502113
661,0.14496243
756,0.14446165
2038,-0.14420326
1093,0.14410649
2157,0.14393649
3303,0.14366813
1898,-0.1434938
2543,0.14349373
1678,0.14341082
1060,-0.14291851
2576,0.1427396
2932,-0.14273795
299,-0.14262412
562,0.14257292
1436,0.14220203
37,-0.14174998
3469,0.14112617
2533,-0.14045726
1015,-0.13950416
3188,-0.1394859
1074,-0.13852634
2000,-0.1383833
2236,0.13677579
140,0.13577943
2332,-0.13525018
688,-0.13510177
1752,-0.134887
1360,-0.13448787
3841,-0.13447392
2085,-0.13447095
2022,0.13442698
1037,0.13429561
1256,-0.13408393
1116,0.1338295
421,-0.13335855
1688,0.13314101
65,0.1329543
2861,0.1328625
1364,0.13282703
2201,0.1325466
3696,0.13199933
2443,-0.13175833
1260,-0.13120833
1152,-0.13086025
3474,0.13060936
3765,-0.1301714
1201,-0.1298208
454,-0.12930025
135,-0.12929298
68,-0.12838943
1655,-0.12830308
1929,0.1279952
1134,0.12790598
101,0.1274688
1142,-0.12738755
3789,0.12737706
3908,0.12683289
2329,-0.12653382
1519,-0.12651967
2418,0.12560588
892,-0.125507
3640,-0.12549648
321,-0.12507682
3967,-0.12506329
1706,0.12486655
369,0.12471175
998,0.12454287
3834,0.1239992
501,-0.123699926
3082,0.12310972
3471,0.12303915
3348,-0.12274587
4005,0.12219986
1628,-0.122137725
288,-0.12158423
2939,-0.1211887
471,-0.12115248
3385,-0.12109899
3005,-0.120503746
1321,0.119577065
2972,0.11940803
2520,0.11900224
378,0.11886478
1126,-0.11845377
1063,0.11840807
817,0.1182966
2540,-0.11817192
1616,0.11809528
393,0.117962755
3879,0.1177759
182,-0.117652744
3755,0.11756069
697,-0.117461994
1228,-0.11720247
2321,-0.11675273
148,0.11668156
1993,0.11642957
361,0.11642345
2192,0.11640248
1501,0.11635932
717,0.11579243
3991,0.11572374
2109,0.11559548
573,0.11499375
1029,0.114334896
938,0.113486655
2187,0.11278452
1465,-0.11278437
3403,-0.112607636
3813,-0.112583935
843,0.11228104
1259,0.111486726
1320,-0.11118388
3855,-0.110927865
3785,-0.11072955
1607,-0.11051389
2028,-0.11006974
3767,-0.10974379
3225,0.10947577
264,0.109374255
192,0.10894981
3720,0.1089266
3450,0.10881475
2577,-0.108786464
457,0.108770385
1656,-0.10872796
2608,-0.10818553
1604,0.10800824
2008,-0.10770834
3925,-0.10756713
1248,0.10693088
3770,0.10685198
2958,-0.10664715
2316,0.106502205
3688,0.10593502
3323,-0.10589652
1050,0.105654806
795,0.105353564
1995,0.10524296
1790,-0.10453441
872,0.1040254
3351,0.103739165
978,0.10359411
2750,0.10352238
320,-0.10288824
3661,0.10266192
2427,-0.102198295
34,0.10217809
1235,-0.101907656
3525,-0.10169088
1759,-0.10144396
63,-0.10135329
2050,0.101149134
1057,0.101129375
855,0.10088921
150,0.10080184
2791,0.10075838
1296,0.10012747
35,0.10005499
3127,-0.09988433
1726,-0.09947346
1223,-0.09941281
1675,-0.09935376
75,0.09924909
1265,0.09908454
925,-0.09891556
3176,-0.09886238
3077,-0.09815495
330,0.09811483
2646,-0.09799459
3364,0.09793773
1817,-0.09764296
3164,0.097544946
3614,-0.09714454
990,0.096909344
2607,0.096365236
1099,-0.09601236
1135,0.09587296
1255,0.09560732
3217,0.09547804
1951,-0.09543081
2257,0.095315196
2174,0.09521197
18,0.0951984
3853,-0.094836794
3822,0.09478126
2259,0.094555244
1357,0.09444892
1374,0.09434986
2536,-0.093891524
1625,-0.09372721
1814,-0.093271896
1087,-0.09242686
3845,0.092226036
2871,0.09160624
3119,0.09154861
761,-0.09119791
4082,0.09072726
755,0.09068933
3994,0.090207346
1106,0.0890893
1826,-0.08782749
375,0.087778375
3910,0.0876716
4090,-0.08744246
3659,0.08742492
3163,0.08741433
895,-0.08734756
671,-0.08679956
2647,-0.08679921
2025,0.08658206
453,0.086529806
3393,0.08644744
1777,0.08606409
2695,-0.08519922
3238,-0.084764205
1073,-0.08456397
3444,0.08420502
3038,-0.084195435
277,0.08315632
2937,0.083040856
3306,0.082608685
311,0.082592435
435,-0.08258808
1876,0.08246569
3389,-0.08234586
2026,0.08216218
2367,0.082135215
3740,0.082014576
96,-0.08173096
2677,-0.08123052
204,0.08112513
849,0.08083349
2165,0.080802046
2349,-0.08047084
940,0.08043878
2678,-0.08007047
2130,-0.07986915
1784,-0.07986267
1132,-0.079694144
81,-0.079663865
915,0.07955767
3466,-0.079481006
76,-0.07939235
2802,-0.07925643
4078,0.07902494
3009,0.078342326
1203,0.07756938
2736,-0.077316515
2713,0.0772523
1838,0.07695942
2622,0.07673753
3648,0.07636195
536,0.07587833
1023,-0.075697824
257,0.07510245
8,-0.07494706
2160,-0.07469728
1552,-0.07420383
17,0.074124
2147,0.07387315
1811,0.073514715
3414,-0.07343281
1432,0.07327797
887,-0.07294284
2325,0.07278798
702,-0.07138891
1253,-0.070487574
3625,-0.0702523
3787,-0.07020218
1557,-0.069859445
1361,-0.069777355
2462,0.06947278
3677,-0.06944585
2610,0.06893401
1748,-0.06865813
3528,-0.06850387
991,0.06848955
451,0.06842769
3274,-0.068335086
3782,-0.06791989
2205,-0.06787651
3552,-0.0675569
0,-0.06719659
2250,0.06666819
1731,-0.06550789
3357,0.06503542
974,0.065021686
4073,-0.064749636
648,0.06392075
2439,0.06382258
2507,-0.063625164
1780,-0.063562445
370,0.063270405
1750,0.06320753
713,0.062988296
3887,-0.06257366
2438,-0.0623004
3571,0.062251244
1824,-0.062127035
2953,-0.061906334
828,0.061629314
1091,0.06131973
3561,0.060972806
1254,0.06094015
1129,0.060320176
3126,-0.060206097
2869,0.059850886
3817,0.05947986
1925,-0.05903666
1289,0.058865193
2538,0.058373697
1138,0.058295656
1568,-0.05818625
1199,0.05818242
2973,0.0581141
801,-0.057465084
2248,-0.057322126
1530,-0.057239816
1879,-0.057073563
4055,0.05704705
3418,-0.0567867
1673,0.056673877
2561,0.056439716
3824,-0.056016065
1157,-0.055631362
1823,0.05548951
1713,0.055478286
2029,-0.055461776
728,0.05530494
1104,0.055133943
2126,0.055125985
1064,0.054849945
1352,-0.054668386
638,0.0545099
2142,0.0544398
2163,0.05436134
318,-0.05433189
3031,0.054054182
634,0.053974368
1881,0.05396565
4056,-0.053922147
3116,0.053917315
611,0.05283744
898,-0.052744444
1976,0.05259801
2943,0.052454434
3427,0.05231937
541,-0.052192
3085,0.05175007
3538,0.05165999
1477,0.051646583
1529,0.05116242
1546,-0.051133342
3167,0.050989598
814,0.050802983
3262,0.050712325
3342,-0.050654247
3800,-0.050388925
979,0.05028512
1372,0.049853466
1176,0.049620684
526,-0.049073037
1148,-0.049067404
531,0.048633326
674,0.048487157
839,0.048417587
1487,0.048405804
2722,-0.047968812
1246,0.04779727
963,-0.047752485
2425,0.04742777
929,-0.047303587
3099,0.047235608
1630,-0.04662768
3047,-0.046066783
1590,-0.046010505
2850,-0.045869052
49,0.04565577
2789,-0.045461748
3599,0.04503403
1573,-0.04479634
3376,0.044764895
3731,-0.044422667
3896,0.044402957
202,0.044077013
142,0.043861624
3374,-0.043570396
1002,0.043539416
3234,-0.04351614
2749,-0.043391995
2384,-0.043098524
3750,0.04299796
2405,0.04288818
546,0.04281777
1670,0.04280418
4015,0.042611882
1317,-0.04227603
440,-0.04190776
106,-0.04188848
4017,0.041588526
3285,-0.04151915
652,0.04139443
737,0.04125988
2435,0.04113489
1936,-0.040889338
918,-0.040552232
268,0.040505096
2153,-0.04020511
1947,0.039502975
2374,0.03929783
1028,0.039257437
3790,0.03887825
3534,-0.038708467
931,0.03828825
2931,0.037252806
3777,-0.03707344
3825,-0.03679294
2857,0.036515858
3657,-0.036409225
2105,-0.03637358
237,0.03622622
1822,-0.035790056
100,0.035135195
3491,-0.035085518
890,-0.034790937
185,0.034633
1456,0.034618255
1917,-0.034543417
354,0.034508325
1484,-0.03438147
4080,-0.034375194
577,0.03432365
3042,0.0339413
303,0.03368315
3453,-0.03363257
581,0.033557776
2019,0.03340955
1716,-0.032885198
879,-0.03232394
3514,-0.031761795
220,0.031614244
1601,-0.030702908
896,0.030508606
521,-0.030386528
2529,-0.030377349
3878,-0.030068045
1684,0.029520927
1698,-0.028951049
2361,0.028417837
3197,0.028314961
3914,-0.028311979
3630,0.027421758
1351,0.027382866
1332,0.027333388
2816,0.027268339
1999,-0.02691928
722,0.026506346
4075,0.026327368
2832,0.026209436
256,-0.025104001
1588,-0.024953635
2486,0.024738144
2355,0.024389762
3622,-0.024249747
2281,-0.024139771
3551,-0.023878027
1263,-0.023771778
3209,0.02353281
2728,-0.022905974
3775,0.02271186
3811,-0.022625497
492,-0.022568362
363,-0.021029104
13,0.020981181
3575,0.020819072
2350,0.020790419
2444,-0.020702215
2756,-0.020694854
2483,0.020496823
1841,0.020064684
2881,-0.020027969
793,-0.019640878
3457,0.019106362
1175,0.019072795
1133,0.018935038
969,-0.018613257
283,0.0185445
952,-0.01793916
1042,-0.017524952
4038,-0.01726345
3223,0.017219735
3948,0.01716179
585,-0.01694669
1301,0.01608754
2200,0.0159154
597,0.01546199
1659,-0.0152497515
3530,-0.014781642
252,0.014761478
1890,0.014707499
1641,-0.014510179
3383,0.013895673
39,0.013855681
357,0.013717873
698,-0.013503414
1623,0.013380022
3524,0.013325896
413,-0.013276284
864,-0.01321087
2123,0.012964876
2,-0.012766408
2051,0.012321893
2763,0.012247835
1389,0.012053412
3075,-0.01181628
2505,-0.011040766
228,-0.0109605435
3212,0.010894786
1950,0.010864685
2510,-0.01068904
422,0.01030977
2667,0.0100679975
2778,-0.009926581
212,-0.009760553
3080,-0.009482497
875,0.009324927
3516,0.009227415
2676,-0.009147728
3290,0.00902863
3764,-0.009019549
1162,0.008773701
1697,0.008700996
2030,0.008541251
1285,-0.0083193965
2807,-0.008195589
815,0.008033379
98,0.007584209
2919,0.0074487114
2467,-0.007275856
720,0.0071035963
372,-0.006844235
3602,-0.0066932645
1229,0.0066553177
683,0.00650575
574,0.0061721667
3018,0.0060182153
1492,0.0060173376
1446,-0.0057349326
270,0.0056615258
32,0.005594758
4088,-0.0053659147
3253,-0.005181783
3746,-0.005076777
2369,0.004986302
248,-0.0046734326
711,0.004364486
2155,-0.0042618643
1342,0.004164583
582,-0.004106961
1900,-0.0039000139
1305,-0.0036586775
504,0.0033475996
1662,0.0032843142
3398,-0.0032411376
1709,0.0031648804
1880,0.003022359
2066,-0.0029486578
3537,0.0027127
1213,-0.0026227597
908,0.0024555917
1408,-0.0015458101
1102,0.0009842622
710,-0.0007363809
3367,0.0007231431
1831,-0.0004011878
3,0.0
4,0.0
6,0.0
7,0.0
9,0.0
11,0.0
15,0.0
16,0.0
26,0.0
31,0.0
45,0.0
47,0.0
48,0.0
50,0.0
54,0.0
56,0.0
62,0.0
66,0.0
69,0.0
84,0.0
89,0.0
90,0.0
93,0.0
97,0.0
104,0.0
107,0.0
109,0.0
112,0.0
113,0.0
114,0.0
124,0.0
125,0.0
127,0.0
128,0.0
130,0.0
134,0.0
138,0.0
139,0.0
144,0.0
153,0.0
154,0.0
156,0.0
159,0.0
161,0.0
170,0.0
172,0.0
173,0.0
179,0.0
188,0.0
189,0.0
190,0.0
194,0.0
196,0.0
208,0.0
209,0.0
210,0.0
211,0.0
214,0.0
218,0.0
221,0.0
222,0.0
226,0.0
230,0.0
232,0.0
238,0.0
239,0.0
241,0.0
243,0.0
250,0.0
251,0.0
253,0.0
262,0.0
263,0.0
265,0.0
266,0.0
267,0.0
271,0.0
274,0.0
290,0.0
296,0.0
300,0.0
301,0.0
302,0.0
304,0.0
308,0.0
319,0.0
322,0.0
325,0.0
327,0.0
329,0.0
332,0.0
334,0.0
338,0.0
339,0.0
340,0.0
341,0.0
343,0.0
353,0.0
355,0.0
356,0.0
358,0.0
359,0.0
366,0.0
368,0.0
376,0.0
382,0.0
386,0.0
401,0.0
403,0.0
404,0.0
407,0.0
408,0.0
415,0.0
417,0.0
418,0.0
423,0.0
429,0.0
431,0.0
432,0.0
434,0.0
436,0.0
439,0.0
443,0.0
449,0.0
456,0.0
458,0.0
460,0.0
472,0.0
476,0.0
477,0.0
481,0.0
485,0.0
486,0.0
494,0.0
497,0.0
500,0.0
502,0.0
506,0.0
509,0.0
